DateTime,Season,No.Customers,Average.age.of.customers,Tips.in.EUR,No.times.door.opened,Outside.temperatur.in.Celsius,Restaurant.temperature.in.Celsius,No.meals,No.drinks,Gas.consumption.in.kwh,Water.comsumption.in.liter,Electricity.consumption.in.kwh,No.transactions.with.card,No.transactions.with.cash,Total.revenue.in.EUR,Meal.revenue.in.EUR,Drink.revenue.in.EUR
30/06/2000 13:00,Summer,19,46,97.28,44,26.9,23.2,85,139,208.5,388.01,204.97,6,13,674.62,283.75,390.87
30/06/2000 14:00,Summer,9,25,33.03,20,27.2,23.7,64,69,185.12,383.09,183.59,6,3,1235.97,889.05,346.92
30/06/2000 15:00,Summer,3,25,14.07,16,27.3,24,9,7,68.2,393.27,86.02,3,0,184.57,136.71,47.86
30/06/2000 16:00,Summer,2,28,7.82,6,27.2,24,6,15,58.06,380.46,106.04,2,0,116.54,52.76,63.78
30/06/2000 17:00,Summer,9,24,23.22,14,26.9,23.7,47,31,152.8,384.75,171.07,6,3,665.3,454.29,211.01
30/06/2000 18:00,Summer,18,41,97.2,36,26.5,23.2,105,61,232.21,389.13,220.37,3,15,1239.87,1061.15,178.72
30/06/2000 19:00,Summer,31,40,129.27,60,25.8,22.5,239,156,345.62,419.01,287.38,14,17,2304.27,1709.3,594.97
30/06/2000 20:00,Summer,25,41,119.75,58,25.1,22.7,188,88,306.42,368.75,266.64,9,16,1439.12,1026.35,412.77
30/06/2000 21:00,Summer,37,28,77.6,38,24.3,22.9,65,107,179.1,288.92,182.5,10,6,1128.19,716.89,411.29
30/06/2000 22:00,Summer,7,30,33.53,14,23.6,23.2,38,43,138.26,255.33,157.29,7,0,333.19,155.62,177.57
30/06/2000 23:00,Summer,1,30,4.48,4,22.8,23.3,9,4,68.61,204.29,120.25,1,0,123.11,103.83,19.28
01/07/2000 10:00,Summer,19,48,80.56,42,24.5,22.8,121,61,242.29,319.02,235.01,5,14,980.02,750.74,229.29
01/07/2000 11:00,Summer,28,48,123.2,54,25.2,22.5,169,89,291.64,360.93,256.18,12,16,2078.66,1529.32,549.34
01/07/2000 12:00,Summer,27,48,138.51,62,25.8,22.7,176,104,294.82,380.8,262.03,10,17,1617.15,1238.39,378.76
01/07/2000 13:00,Summer,17,48,88.23,34,26.3,23.2,101,141,219.98,375.21,215.74,3,14,1057.76,509.51,548.25
01/07/2000 14:00,Summer,13,23,40.04,28,26.6,23.5,71,41,189.02,370.52,203.26,11,2,1007.67,763.83,243.83
01/07/2000 15:00,Summer,2,25,6.38,10,26.7,23.9,11,10,79.37,352.64,82.07,2,0,181.75,130.11,51.64
01/07/2000 16:00,Summer,1,26,3.98,2,26.6,24,6,5,68.98,354.41,81.16,1,0,85.14,64.5,20.65
01/07/2000 17:00,Summer,5,28,18.5,16,26.3,23.7,27,34,115.67,345.97,143.67,4,1,588.25,379.09,209.16
01/07/2000 18:00,Summer,25,40,124.75,52,25.8,22.8,141,94,266.59,370.66,239.03,11,14,1470.53,1061.65,408.88
01/07/2000 19:00,Summer,32,41,171.52,62,25.2,22.4,164,226,288.46,355.01,260.78,20,12,2893.8,1779.87,1113.93
01/07/2000 20:00,Summer,19,41,85.31,34,24.5,22.8,99,73,223.06,311.21,209.67,9,10,1268.75,984.12,284.63
01/07/2000 21:00,Summer,22,30,94.38,48,23.7,22.6,93,74,216.58,273.5,213.36,16,6,1429.45,1004.84,424.61
01/07/2000 22:00,Summer,10,31,42.7,18,22.9,23,69,45,187.47,222.19,188.8,6,4,955.94,755.94,200.01
01/07/2000 23:00,Summer,4,28,17.04,6,22.2,23.1,18,19,93.25,179.26,110.4,2,2,255.86,202.94,52.92
02/07/2000 10:00,Summer,26,49,117.26,48,27.2,23,151,145,275.63,420.96,246.6,8,18,1646.78,1049.6,597.19
02/07/2000 11:00,Summer,23,50,131.79,38,28,23.3,119,212,245.01,451.45,226.27,8,15,1432.84,995.68,437.15
02/07/2000 12:00,Summer,21,52,105,48,28.6,23.5,145,55,268.08,461.43,247.89,7,14,1893.35,1627.97,265.38
02/07/2000 13:00,Summer,14,48,85.4,28,29.1,23.9,48,43,157.78,459.01,159.67,4,10,420.07,290.05,130.02
02/07/2000 14:00,Summer,11,24,50.6,26,29.4,24.1,41,57,140.85,464.78,158.81,11,0,595.3,429.25,166.05
02/07/2000 15:00,Summer,2,30,9.44,6,29.5,24.5,9,10,69.98,444.07,114.93,2,0,122.44,76.41,46.03
02/07/2000 16:00,Summer,0,NA,0,6,29.4,24.6,0,0,5.29,445.4,38.99,0,0,0,0,0
02/07/2000 17:00,Summer,13,24,54.6,36,29.1,24,86,41,209.91,457.36,206.24,12,1,1225.24,1063.55,161.69
02/07/2000 18:00,Summer,19,40,63.27,38,28.6,23.6,77,85,193.73,451.29,196.25,9,10,1001.16,764.76,236.39
02/07/2000 19:00,Summer,33,39,166.98,62,28,22.9,125,92,247.77,441.1,232.72,17,16,1941.69,1488.8,452.89
02/07/2000 20:00,Summer,30,39,119.7,64,27.2,22.8,143,222,267.67,416.17,243.63,13,17,1991.39,1197.92,793.47
02/07/2000 21:00,Summer,17,31,72.76,42,26.5,23.3,94,151,221.5,386.99,208.85,11,6,2272.24,932.87,1339.37
02/07/2000 22:00,Summer,2,31,8.36,4,25.7,23.8,11,5,62.43,324.48,105.25,2,0,210.65,185.14,25.5
02/07/2000 23:00,Summer,1,27,3.68,4,25,23.7,4,6,54.09,294.5,94.21,1,0,81.07,52.39,28.68
03/07/2000 10:00,Summer,17,51,78.03,38,22.8,22.6,72,69,189.81,245.9,187.56,6,11,828.73,595.95,232.78
03/07/2000 11:00,Summer,27,48,115.56,52,23.5,22.3,202,84,315.56,309.01,269.41,4,23,1929.91,1553.27,376.63
03/07/2000 12:00,Summer,28,49,143.92,62,24.1,22.4,144,202,271.19,310.22,235.78,10,18,1866.17,1183.77,682.4
03/07/2000 13:00,Summer,26,49,120.9,56,24.6,22.5,165,193,290.55,336.51,253.82,6,20,2956.72,3102.1,1317.79
03/07/2000 14:00,Summer,8,23,25.52,18,24.9,23.4,49,38,157.23,315.57,172.55,5,3,623.88,399.85,224.03
03/07/2000 15:00,Summer,1,28,4.19,6,25,23.7,5,5,10.05,277.79,53.29,1,0,88.67,61.37,27.31
03/07/2000 16:00,Summer,1,25,4.46,2,24.9,23.7,5,4,53.95,289.39,81.67,1,0,94.58,63.2,31.38
03/07/2000 17:00,Summer,15,24,45.75,34,24.6,23,96,57,220.53,314.94,206.42,11,4,1528.09,1077.95,450.15
03/07/2000 18:00,Summer,19,40,77.33,36,24.1,22.8,140,76,264.23,310.26,246.83,7,12,788.73,695.65,93.08
03/07/2000 19:00,Summer,26,39,113.62,54,23.5,22.4,184,177,302.74,300.07,261.8,15,11,3059.06,1628.65,1430.41
03/07/2000 20:00,Summer,38,39,170.24,70,22.8,21.7,235,313,342.84,293.18,287.13,20,18,4416.76,3103.52,1313.24
03/07/2000 21:00,Summer,24,29,92.16,52,22,22.2,181,137,303.43,241.89,261.94,10,14,2779.21,2163.42,615.78
03/07/2000 22:00,Summer,6,28,25.5,10,21.2,22.9,38,22,144.48,118.87,154.95,5,1,401.04,320.36,80.68
03/07/2000 23:00,Summer,1,25,4.08,4,20.5,23,4,6,49.87,41.57,68.43,1,0,71.43,50.41,21.02
04/07/2000 10:00,Summer,19,49,110.2,48,23,22.6,98,145,222.11,245.64,213.79,3,16,1096.62,799.8,296.82
04/07/2000 11:00,Summer,23,52,134.32,48,23.7,22.5,120,82,245.14,281.74,227.4,3,20,1543.13,1314.46,228.67
04/07/2000 12:00,Summer,25,49,124.25,52,24.3,22.5,108,53,232.46,316.44,223.87,11,14,1394.97,1160.17,234.79
04/07/2000 13:00,Summer,16,48,81.92,36,24.8,23,71,115,184.61,318.79,187.57,5,11,879.37,337.35,542.02
04/07/2000 14:00,Summer,3,26,12.09,6,25.1,23.6,15,27,92.53,306.77,130.02,3,0,274.2,143.58,130.62
04/07/2000 15:00,Summer,1,29,3.61,6,25.2,23.7,7,7,67.48,299.88,93.52,0,1,85.69,60.31,25.37
04/07/2000 16:00,Summer,1,23,3.85,4,25.1,23.7,5,4,44.96,293.22,48.77,1,0,69.23,45.78,23.45
04/07/2000 17:00,Summer,3,23,13.14,12,24.8,23.6,15,7,93.08,304.52,72.25,3,0,208.54,168.69,39.85
04/07/2000 18:00,Summer,20,40,89.2,38,24.3,22.7,110,123,235.14,302.45,222.84,9,11,1416.97,737.45,679.52
04/07/2000 19:00,Summer,22,39,106.92,50,23.7,22.6,97,162,222.96,277.15,217.86,13,9,1343.91,589.89,754.02
04/07/2000 20:00,Summer,33,40,115.83,66,23,22,119,106,244.25,257,224.34,17,16,1919.59,1335.56,584.02
04/07/2000 21:00,Summer,14,29,58.8,30,22.2,22.7,82,57,201.44,217.52,197.06,9,5,1170.61,1000.92,169.69
04/07/2000 22:00,Summer,2,29,5.94,8,21.4,23.1,12,8,77.03,140.31,94.41,0,2,129.58,96.71,32.88
04/07/2000 23:00,Summer,1,24,3.54,4,20.7,23,6,3,48.95,84.23,95.81,1,0,62.54,47.99,14.55
05/07/2000 10:00,Summer,12,48,70.2,22,26.9,23.6,76,26,199.13,396.56,200.58,5,7,850.02,763.4,86.63
05/07/2000 11:00,Summer,19,53,80.56,42,27.7,23.4,147,66,269.27,440.87,249.52,3,16,1601.65,1362.28,239.38
05/07/2000 12:00,Summer,27,51,151.2,56,28.3,23.2,183,223,300.5,460.62,265.8,10,17,2218.32,1454.41,763.91
05/07/2000 13:00,Summer,12,48,53.16,24,28.8,23.9,62,54,171.71,442.87,179.14,4,8,769.8,511.26,258.54
05/07/2000 14:00,Summer,7,23,27.02,16,29.1,24.2,41,48,145.34,445.09,162.02,4,3,914.49,684.24,230.25
05/07/2000 15:00,Summer,2,22,8.9,2,29.2,24.5,14,9,76.87,439.19,114.82,1,1,146.07,106.76,39.31
05/07/2000 16:00,Summer,3,23,10.08,8,29.1,24.4,23,21,108.2,437.66,131.01,3,0,339.35,211.55,127.8
05/07/2000 17:00,Summer,5,26,22.4,14,28.8,24.2,31,37,127.01,435.71,137.48,5,0,405.15,324.48,80.67
05/07/2000 18:00,Summer,13,39,67.21,30,28.3,23.8,78,40,198.21,428.63,200.58,10,3,912.3,689.6,222.7
05/07/2000 19:00,Summer,25,39,114.25,50,27.7,23.1,97,99,219.29,419.63,203.05,12,13,892.1,489.97,402.13
05/07/2000 20:00,Summer,15,38,57.9,34,26.9,23.4,83,95,202.57,390.98,204.54,9,6,1333.55,970.18,363.37
05/07/2000 21:00,Summer,11,29,48.62,28,26.2,23.5,41,67,146.29,346.5,151.17,8,3,874.06,437.92,436.14
05/07/2000 22:00,Summer,9,28,34.83,24,25.4,23.4,51,35,161.45,316.21,168.69,6,3,826.89,556,270.9
05/07/2000 23:00,Summer,2,21,7.78,12,24.7,23.6,11,16,70.43,280.35,107.55,2,0,178.03,108.91,69.12
06/07/2000 10:00,Summer,19,48,104.69,48,27.5,23.4,96,92,222.18,410.5,213.41,6,13,1525.22,1068.93,456.29
06/07/2000 11:00,Summer,17,50,78.88,40,28.2,23.6,92,99,211.25,430.75,211.35,5,12,1305.4,945.74,359.66
06/07/2000 12:00,Summer,22,48,115.06,48,28.8,23.5,81,88,202.18,463.38,199.19,7,15,991.82,618.22,373.6
06/07/2000 13:00,Summer,14,48,65.94,28,29.3,24,65,90,177.72,469.5,185.99,5,9,849.94,472.5,377.44
06/07/2000 14:00,Summer,4,23,17.96,10,29.6,24.5,12,26,56.02,454.73,106.42,3,1,258.08,60.03,198.05
06/07/2000 15:00,Summer,2,21,7.02,2,29.7,24.6,12,8,78.95,466.26,87.94,2,0,166.76,123.15,43.61
06/07/2000 16:00,Summer,3,22,10.32,10,29.6,24.5,15,21,81.67,451.92,106.04,1,2,161.7,84.43,77.27
06/07/2000 17:00,Summer,10,25,25.8,24,29.3,24.1,60,45,170.2,453.39,187.71,7,3,710.79,499.61,211.17
06/07/2000 18:00,Summer,24,38,116.88,46,28.8,23.4,130,88,257.65,465.12,236.4,12,12,1607.19,1274.38,332.81
06/07/2000 19:00,Summer,22,40,83.82,52,28.2,23.4,74,186,188.75,421.42,186.41,10,12,1412.27,686.39,725.88
06/07/2000 20:00,Summer,16,40,70.88,34,27.5,23.5,88,81,208.74,407.6,209.96,10,6,1109.76,484.64,625.12
06/07/2000 21:00,Summer,13,28,51.74,28,26.7,23.5,75,50,191.74,374.73,199.67,11,2,1205.22,1013.16,192.06
06/07/2000 22:00,Summer,2,32,7.28,6,25.9,23.8,18,7,89.41,322.37,143.12,0,2,143.06,112.92,30.14
06/07/2000 23:00,Summer,2,23,6.3,6,25.2,23.7,17,12,90.64,314.15,101.34,1,1,244.58,205.63,38.95
07/07/2000 10:00,Summer,17,50,73.1,40,23,22.7,91,83,209.25,248.82,211.24,3,14,784.52,548.8,235.72
07/07/2000 11:00,Summer,35,49,183.05,70,23.7,22,143,132,267.27,294,242.01,7,28,1891.47,1335.35,556.12
07/07/2000 12:00,Summer,26,51,127.4,50,24.3,22.5,105,51,228.74,306.12,227,8,18,1174.5,976.32,198.18
07/07/2000 13:00,Summer,13,48,59.93,32,24.8,23.1,76,114,194.74,312.38,195.44,4,9,898.12,368.95,529.17
07/07/2000 14:00,Summer,9,25,40.41,22,25.1,23.4,235,56,136.77,310.41,157.37,7,2,928.29,548.77,379.52
07/07/2000 15:00,Summer,1,22,3.37,6,25.2,23.7,8,6,57.17,307.53,111.91,1,0,158.49,119.24,39.25
07/07/2000 16:00,Summer,6,25,27,16,25.1,23.5,28,33,120.77,308.21,142.93,5,1,496.94,310.54,186.4
07/07/2000 17:00,Summer,11,24,38.72,12,24.8,23.2,47,16,154.21,314.03,175.51,8,3,763.56,703.24,60.31
07/07/2000 18:00,Summer,16,39,73.28,42,24.3,22.9,105,34,228.37,308.18,217.61,4,12,740.56,594.31,146.25
07/07/2000 19:00,Summer,25,39,117.5,52,23.7,22.4,131,192,253.1,296.52,237.3,17,8,2392.52,1499.64,892.87
07/07/2000 20:00,Summer,35,40,159.25,76,23,21.9,272,138,366.52,326.11,303.65,14,21,3464.25,2786.31,677.94
07/07/2000 21:00,Summer,34,29,132.94,68,22.2,21.8,217,229,331.3,258.45,278.3,24,10,3613.94,2732.37,881.57
07/07/2000 22:00,Summer,8,28,29.76,20,21.4,22.8,52,62,163.51,140.03,173.59,8,0,824.55,445.7,378.84
07/07/2000 23:00,Summer,1,28,4.15,6,20.7,23,7,7,57.51,90.01,71.56,0,1,82.8,50.6,32.2
08/07/2000 10:00,Summer,21,51,127.89,40,24.9,22.8,114,145,240.83,332.68,227.74,4,17,1517.42,927.63,589.79
08/07/2000 11:00,Summer,33,49,158.73,68,25.6,22.4,170,113,291.64,376.21,254.26,6,27,1784.67,1427.07,357.6
08/07/2000 12:00,Summer,33,49,174.9,66,26.2,22.5,182,161,300.33,405.51,265.23,7,26,2714.93,1963.86,751.07
08/07/2000 13:00,Summer,20,48,85,44,26.7,23.2,63,175,173.26,364.19,183.7,9,11,990.27,437.49,552.78
08/07/2000 14:00,Summer,4,26,16.72,2,27,23.9,11,30,88.53,367.5,121.41,2,2,212.72,79.26,133.46
08/07/2000 15:00,Summer,3,23,9.51,6,27.1,24,12,22,63.35,382.81,108.68,2,1,265.74,168.76,96.98
08/07/2000 16:00,Summer,1,27,4.35,6,27,24.1,6,4,59.68,369.41,78.58,1,0,89.12,63.79,25.33
08/07/2000 17:00,Summer,7,24,26.11,14,26.7,23.7,20,45,99.14,363.42,130.02,5,2,555.44,287.64,267.8
08/07/2000 18:00,Summer,16,39,58.4,36,26.2,23.2,93,135,214.18,370.34,211.79,6,10,1039.78,478.97,560.81
08/07/2000 19:00,Summer,24,40,120,46,25.6,22.8,87,71,206.39,340.35,200.34,8,16,1132.63,945.92,186.72
08/07/2000 20:00,Summer,26,39,113.62,50,24.9,22.6,115,145,236.61,336.04,224.16,17,9,2050.73,1460.15,590.58
08/07/2000 21:00,Summer,20,30,72.8,44,24.1,22.7,131,161,254.92,318.94,233.35,14,6,1638.94,779.58,859.36
08/07/2000 22:00,Summer,10,29,45.1,18,23.3,23,50,41,154.38,234.94,172.43,8,2,718.9,473.66,245.24
08/07/2000 23:00,Summer,3,23,9.09,2,22.6,23.2,15,25,94.45,193.47,103.03,1,2,197.15,123.67,73.48
09/07/2000 10:00,Summer,19,49,90.63,44,24.6,22.8,123,65,246.26,331.66,236.86,4,15,1647.66,1397.6,250.06
09/07/2000 11:00,Summer,29,51,153.7,54,25.3,22.5,118,158,240.4,353.74,230.37,4,25,1650.66,1056.07,594.59
09/07/2000 12:00,Summer,28,51,110.6,62,25.9,22.7,174,64,296.31,398.3,256.96,9,19,1757.28,1548.95,208.33
09/07/2000 13:00,Summer,23,50,116.38,50,26.4,23,103,101,224.97,380.56,223.65,5,18,1338.18,1069.78,268.4
09/07/2000 14:00,Summer,8,25,34.64,20,26.7,23.7,55,51,167.47,389.16,174.63,6,2,1150.21,921.35,228.86
09/07/2000 15:00,Summer,2,20,8.64,6,26.8,24,13,8,81.09,356.88,96.51,2,0,179.19,141.87,37.32
09/07/2000 16:00,Summer,1,24,4.02,8,26.7,24,7,4,56.46,357.62,75.65,1,0,73.16,57.02,16.15
09/07/2000 17:00,Summer,3,27,10.53,4,26.4,23.8,27,24,116.19,354.9,142.29,1,2,275.64,200.91,74.74
09/07/2000 18:00,Summer,23,40,113.62,42,25.9,22.9,108,124,231.11,366.66,224.35,3,20,1185.82,837.93,347.89
09/07/2000 19:00,Summer,36,39,190.8,70,25.3,22.2,195,95,312.32,374.66,271.46,13,23,1738.57,1217.44,521.13
09/07/2000 20:00,Summer,19,41,70.3,36,24.6,22.8,142,50,268.08,336.04,238.52,10,9,1816.69,1436.37,380.32
09/07/2000 21:00,Summer,22,30,62.7,46,23.8,22.6,89,163,213.92,293.76,207.3,14,8,1610.03,883.27,726.75
09/07/2000 22:00,Summer,5,34,19.15,18,23,23.2,24,14,99.7,235.46,144.42,1,4,259.32,211.23,48.09
09/07/2000 23:00,Summer,4,26,14.52,6,22.3,23.1,24,36,103.91,167.66,130.05,3,1,513.92,266.67,247.24
10/07/2000 10:00,Summer,16,47,80.8,36,24.3,22.9,39,42,133.91,271.27,161.07,7,9,566.07,405.54,160.54
10/07/2000 11:00,Summer,16,51,92.96,40,-3.8,23,89,108,211.3,329.72,213.28,3,13,1107.81,575.25,532.56
10/07/2000 12:00,Summer,33,50,157.41,68,25.6,22.4,193,125,312.65,379.98,269.85,11,22,2503.52,1777.14,726.39
10/07/2000 13:00,Summer,14,49,72.8,36,26.1,23.3,34,211,128.9,342.48,152.88,5,9,433.65,271.58,162.07
10/07/2000 14:00,Summer,6,24,24.66,14,26.4,23.7,42,26,142.56,360.61,166.06,6,0,492.25,330.91,161.34
10/07/2000 15:00,Summer,2,26,7.48,6,26.5,23.9,17,9,82.89,355.75,92.47,2,0,301.74,236.09,65.65
10/07/2000 16:00,Summer,1,22,4.48,8,26.4,23.9,5,9,53.58,334.22,79.92,1,0,95.29,36.47,58.82
10/07/2000 17:00,Summer,8,24,18.16,14,26.1,23.6,66,66,180.7,354.59,185.73,6,2,913.54,471.74,441.79
10/07/2000 18:00,Summer,11,39,55.88,22,25.6,23.4,67,36,186.03,330.63,194.05,3,8,508.19,343.23,164.96
10/07/2000 19:00,Summer,15,41,79.8,30,25,23.1,94,104,215.62,325.66,209.16,8,7,1561.05,867.8,693.25
10/07/2000 20:00,Summer,16,41,74.56,42,24.3,22.9,87,37,210.89,295.9,205.65,6,10,1330.35,1082.06,248.29
10/07/2000 21:00,Summer,14,29,59.78,28,23.5,22.9,68,108,183.17,260.98,190.54,9,5,700.37,466.24,234.14
10/07/2000 22:00,Summer,9,28,25.29,22,22.7,23,36,31,135.21,203.45,147.78,6,3,545.01,400.43,144.59
10/07/2000 23:00,Summer,2,27,8.6,4,22,23.2,12,15,80.31,177.01,115.62,1,1,179,120.42,58.58
11/07/2000 10:00,Summer,14,50,75.04,24,26.3,23.4,64,47,178.08,363.42,193.25,6,8,779.98,522.53,257.45
11/07/2000 11:00,Summer,21,50,99.54,38,27,23.2,140,64,263.65,416.47,245.36,11,10,2658.95,2342.97,315.98
11/07/2000 12:00,Summer,24,49,133.2,44,27.7,23.2,147,187,269.25,443.57,244.68,6,18,2026.86,1293.31,733.55
11/07/2000 13:00,Summer,26,49,138.84,52,28.1,23.2,121,65,244.32,447.8,233.08,4,22,1274.64,1055.92,218.72
11/07/2000 14:00,Summer,7,24,21.07,12,28.4,24.1,29,24,113.99,417.87,143.06,6,1,430.95,277.57,153.38
11/07/2000 15:00,Summer,4,22,13.6,8,28.5,24.2,21,18,103.1,426.21,121.28,3,1,313.66,247.72,65.94
11/07/2000 16:00,Summer,1,19,3.22,4,28.4,24.3,6,4,54.74,412.4,84.69,1,0,89.48,66.79,22.7
11/07/2000 17:00,Summer,5,28,16.05,10,28.1,24.1,18,37,90.52,410.1,134.8,4,1,372.21,225,147.21
11/07/2000 18:00,Summer,23,39,94.76,50,27.7,23.2,111,73,236.06,428.66,225.4,9,14,778.76,534.39,244.37
11/07/2000 19:00,Summer,28,39,135.52,60,27,22.9,122,171,249.21,404.29,225.95,13,15,2118.96,1259.54,859.42
11/07/2000 20:00,Summer,31,40,139.5,64,26.3,22.6,202,182,316.57,412.73,276.35,13,18,2725.48,1729.25,996.23
11/07/2000 21:00,Summer,20,29,76.4,40,25.5,22.9,108,132,235,361.98,219.85,13,7,1602.42,1008.24,594.17
11/07/2000 22:00,Summer,7,31,18.69,18,24.8,23.4,26,35,124.48,285.14,131.17,5,2,380.02,186.63,193.39
11/07/2000 23:00,Summer,1,23,3.33,4,24,23.5,8,5,64.27,248.15,93.68,0,1,55.3,32.96,22.34
12/07/2000 10:00,Summer,11,47,46.64,20,26.8,23.6,40,28,145.32,360.61,147.13,2,9,486.59,373.01,113.57
12/07/2000 11:00,Summer,17,49,79.56,36,27.5,23.5,46,146,148.43,396.73,170.66,4,13,1345.97,420.65,925.33
12/07/2000 12:00,Summer,18,48,81.54,36,28.1,23.5,110,79,232.76,445.69,224.36,6,12,1030.54,800.24,230.3
12/07/2000 13:00,Summer,13,51,68.38,22,28.6,23.9,84,43,204.84,452.39,202.75,0,13,807.28,552.56,254.72
12/07/2000 14:00,Summer,5,24,18.25,12,28.9,24.3,33,34,129.1,432.93,152.36,5,0,497.84,338.28,159.56
12/07/2000 15:00,Summer,0,NA,0,2,29,24.5,0,0,39.06,434.6,98.44,0,0,0,0,0
12/07/2000 16:00,Summer,0,NA,0,8,28.9,24.5,0,0,46.55,441.98,43.58,0,0,0,0,0
12/07/2000 17:00,Summer,7,25,19.95,18,28.6,24.1,41,22,150.01,425.11,156.15,5,2,580.88,484.82,96.06
12/07/2000 18:00,Summer,14,41,68.6,30,28.1,23.7,1,105,30,409.71,66.13,7,7,541.72,11.15,530.57
12/07/2000 19:00,Summer,22,40,104.72,42,27.5,23.2,160,153,282.7,440.49,250.67,10,12,1721.78,942.82,778.96
12/07/2000 20:00,Summer,20,38,83.2,46,26.8,23.2,177,101,298.65,415.48,261.19,9,11,1849.03,1466.78,382.25
12/07/2000 21:00,Summer,16,28,72.16,30,26,23.2,113,34,236.35,365.51,228.24,8,8,1222.79,1068.15,154.64
12/07/2000 22:00,Summer,1,26,3.57,8,25.2,23.7,4,4,66.78,298.3,104.01,0,1,58.87,42.22,16.65
12/07/2000 23:00,Summer,0,NA,0,10,24.5,23.6,0,0,37.42,273.09,61.25,0,0,0,0,0
13/07/2000 10:00,Summer,15,50,83.4,30,23.9,22.9,70,107,187.11,278.67,199.5,7,8,812.54,553.53,259
13/07/2000 11:00,Summer,21,52,109.2,38,24.6,22.7,83,38,207.9,302.11,205.59,5,16,694.07,541.3,152.77
13/07/2000 12:00,Summer,23,51,117.3,40,25.2,22.8,104,70,230.14,339.66,220.63,7,16,1345.63,966.31,379.33
13/07/2000 13:00,Summer,18,49,83.52,36,25.7,23.1,81,112,201.11,353.74,201.21,5,13,1167.87,613.24,554.63
13/07/2000 14:00,Summer,6,24,23.7,12,26,23.6,42,23,143.85,349.18,155.5,6,0,537.4,441.37,96.03
13/07/2000 15:00,Summer,1,24,3.87,8,26.1,23.9,5,3,55.58,344.24,92.77,1,0,90.66,75.29,15.37
13/07/2000 16:00,Summer,3,22,6.66,4,26,23.8,17,20,93.93,342.55,97.9,2,1,210.39,111.04,99.35
13/07/2000 17:00,Summer,10,25,26.6,14,25.7,23.4,53,72,164.16,327.51,179.83,9,1,805.72,469.53,336.19
13/07/2000 18:00,Summer,13,38,50.96,34,25.2,23.2,73,38,188.47,332.68,203.3,9,4,975.95,641.39,334.55
13/07/2000 19:00,Summer,30,40,157.8,66,24.6,22.4,186,186,304.63,332.5,267.66,14,16,2121.6,1374.3,747.3
13/07/2000 20:00,Summer,23,38,117.99,52,23.9,22.5,105,155,230.42,283.76,217.61,15,8,1976.32,1086.31,890.01
13/07/2000 21:00,Summer,13,30,59.41,34,23.1,22.9,47,52,157.1,243.64,169.63,6,7,672.72,375.74,296.98
13/07/2000 22:00,Summer,8,31,27.36,16,22.3,23,35,51,135.04,180.2,151.82,5,3,557.36,306.5,250.86
13/07/2000 23:00,Summer,3,23,10.65,12,21.6,23.1,13,22,76.35,151.35,115.1,1,2,156.6,87.65,68.95
14/07/2000 10:00,Summer,16,49,71.04,28,24.1,22.9,77,134,195.25,289.82,202.07,7,9,1370.11,738.85,631.26
14/07/2000 11:00,Summer,22,52,115.5,40,24.8,22.7,131,56,254.18,339.77,230.76,8,14,1725.25,1527.73,197.53
14/07/2000 12:00,Summer,27,50,121.5,56,25.4,22.6,184,173,301.41,378.89,260.73,7,20,1811.98,1341.27,470.7
14/07/2000 13:00,Summer,11,49,54.12,18,25.9,23.4,49,67,160.12,321.85,169.03,4,7,781.2,485.87,295.33
14/07/2000 14:00,Summer,8,24,31.04,14,26.2,23.6,45,31,144.66,354.9,160.3,6,2,586.87,475.04,111.82
14/07/2000 15:00,Summer,2,27,8.22,6,26.3,23.9,5,7,54.84,352.49,55.04,1,1,56.52,28.09,28.44
14/07/2000 16:00,Summer,4,25,12.56,6,26.2,23.8,28,25,103.74,350.79,144.98,3,1,340.44,279.52,60.91
14/07/2000 17:00,Summer,12,25,44.64,24,25.9,23.4,67,85,183.37,352.46,190.82,7,5,900.51,539.49,361.02
14/07/2000 18:00,Summer,16,40,93.92,38,25.4,23.1,132,55,258.68,350.36,234.47,11,5,2167.21,1845.06,322.15
14/07/2000 19:00,Summer,30,39,114.9,68,24.8,22.4,162,231,285.52,354.41,254.89,15,15,2253.6,1441.19,812.41
14/07/2000 20:00,Summer,27,40,121.77,58,24.1,22.4,177,112,296.41,326.99,257.33,12,15,1846.21,1371.25,474.96
14/07/2000 21:00,Summer,14,29,65.52,24,23.3,22.8,70,64,190.43,243.73,183.33,10,4,780.57,368.87,411.7
14/07/2000 22:00,Summer,4,33,19.56,18,22.5,23.2,20,10,101.71,183.76,125.4,3,1,166.67,118.91,47.76
14/07/2000 23:00,Summer,3,25,10.59,8,21.8,23.1,24,13,109.9,157.41,130.95,2,1,293.98,245.72,48.26
15/07/2000 10:00,Summer,13,47,74.75,26,23.6,22.9,130,51,252.53,278.19,235.82,3,10,1116.9,934.28,182.61
15/07/2000 11:00,Summer,28,51,141.4,62,24.3,22.4,194,101,312.15,348.86,268.1,8,20,2257.84,1845.17,412.66
15/07/2000 12:00,Summer,22,50,113.08,44,24.9,22.8,135,54,260.56,338.61,236.81,5,17,1700.35,1535.15,165.19
15/07/2000 13:00,Summer,13,48,66.3,26,25.4,23.2,53,91,166.44,331.4,166.44,3,10,929.48,438.64,490.83
15/07/2000 14:00,Summer,10,25,37,18,25.7,23.4,56,45,165.75,346.29,176.88,7,3,472.16,298.05,174.11
